396.0 40.0 35.0 3.62857142857 5.51428571429 -2.0 9.0 3.0 8.0 1.0
399.0 5.0 5.0 5.2 7.4 4.0 6.0 7.0 8.0 1.0
409.0 4.0 4.0 13.25 1.75 12.0 14.0 1.0 2.0 1.0
412.0 422.0 265.0 1.20754716981 2.05660377358 -10.0 16.0 -9.0 12.0 1.0
413.0 19.0 19.0 15.8421052632 -0.526315789474 14.0 19.0 -3.0 2.0 1.0
414.0 1.0 1.0 13.0 3.0 13.0 13.0 3.0 3.0 1.0
415.0 1.0 1.0 12.0 3.0 12.0 12.0 3.0 3.0 1.0
416.0 1.0 1.0 11.0 3.0 11.0 11.0 3.0 3.0 1.0
417.0 1.0 1.0 14.0 1.0 14.0 14.0 1.0 1.0 1.0
418.0 1.0 1.0 -7.0 5.0 -7.0 -7.0 5.0 5.0 1.0
419.0 2.0 2.0 -7.0 6.5 -7.0 -7.0 6.0 7.0 1.0
422.0 118.0 96.0 -5.44791666667 2.42708333333 -12.0 0.0 -4.0 10.0 1.0
423.0 5.0 5.0 -7.0 10.0 -8.0 -6.0 9.0 11.0 1.0
429.0 4.0 4.0 -7.75 5.75 -8.0 -7.0 5.0 7.0 1.0
430.0 2.0 2.0 -8.5 8.0 -9.0 -8.0 8.0 8.0 1.0
433.0 22.0 22.0 -5.86363636364 7.59090909091 -9.0 -3.0 5.0 9.0 1.0
434.0 5.0 5.0 -6.6 7.4 -8.0 -6.0 6.0 8.0 1.0
437.0 22.0 21.0 -5.33333333333 10.4761904762 -8.0 -2.0 9.0 12.0 1.0
438.0 3.0 3.0 -11.3333333333 1.66666666667 -12.0 -11.0 1.0 2.0 1.0
439.0 7.0 7.0 -12.8571428571 0.857142857143 -15.0 -11.0 0.0 2.0 1.0
440.0 70.0 65.0 10.3384615385 7.83076923077 3.0 19.0 4.0 12.0 1.0
441.0 13.0 12.0 2.58333333333 -14.9166666667 1.0 4.0 -16.0 -13.0 1.0
443.0 38.0 35.0 0.771428571429 -15.3428571429 -4.0 6.0 -18.0 -12.0 0.0
443.0 321.0 223.0 -9.15695067265 -9.44394618834 -18.0 1.0 -21.0 3.0 0.0
443.0 8.0 8.0 8.875 7.625 7.0 10.0 7.0 9.0 0.0
443.0 6.0 6.0 -2.83333333333 2.66666666667 -4.0 -2.0 2.0 4.0 0.0
443.0 4.0 4.0 -7.75 7.25 -9.0 -7.0 7.0 8.0 0.0
443.0 1.0 1.0 -4.0 6.0 -4.0 -4.0 6.0 6.0 0.0
443.0 2.0 2.0 -6.5 -1.0 -7.0 -6.0 -1.0 -1.0 0.0
444.0 8.0 8.0 5.0 -16.5 3.0 7.0 -17.0 -16.0 1.0
446.0 13.0 12.0 5.91666666667 13.25 4.0 8.0 12.0 14.0 1.0
450.0 300.0 229.0 5.9519650655 -0.406113537118 -2.0 16.0 -13.0 12.0 1.0
451.0 1.0 1.0 -9.0 -7.0 -9.0 -9.0 -7.0 -7.0 1.0
453.0 9.0 9.0 -6.44444444444 -8.11111111111 -8.0 -5.0 -10.0 -6.0 1.0
460.0 6.0 6.0 -7.66666666667 -9.16666666667 -9.0 -6.0 -10.0 -8.0 1.0
464.0 1004.0 533.0 -7.64165103189 -1.15572232645 -21.0 8.0 -21.0 17.0 1.0
467.0 2.0 2.0 -1.0 8.5 -1.0 -1.0 8.0 9.0 1.0
468.0 52.0 48.0 -2.5625 8.5625 -7.0 1.0 2.0 15.0 1.0
471.0 988.0 546.0 0.796703296703 -2.39377289377 -14.0 15.0 -16.0 16.0 1.0
472.0 1.0 1.0 -2.0 11.0 -2.0 -2.0 11.0 11.0 1.0
474.0 3.0 3.0 -2.66666666667 11.6666666667 -3.0 -2.0 11.0 12.0 1.0
478.0 1.0 1.0 -1.0 14.0 -1.0 -1.0 14.0 14.0 1.0
480.0 32.0 29.0 1.41379310345 17.4827586207 -2.0 4.0 15.0 21.0 1.0
482.0 66.0 62.0 3.5 12.7741935484 -2.0 11.0 7.0 17.0 1.0
483.0 3.0 3.0 -3.0 14.0 -3.0 -3.0 13.0 15.0 1.0
484.0 3.0 3.0 -4.66666666667 15.3333333333 -5.0 -4.0 15.0 16.0 1.0
487.0 1.0 1.0 -5.0 17.0 -5.0 -5.0 17.0 17.0 1.0
490.0 151.0 123.0 -12.3658536585 -6.9674796748 -18.0 -4.0 -15.0 1.0 0.0
490.0 1.0 1.0 -8.0 6.0 -8.0 -8.0 6.0 6.0 0.0
490.0 6.0 6.0 -0.833333333333 7.0 -2.0 0.0 6.0 8.0 0.0
490.0 1.0 1.0 -4.0 16.0 -4.0 -4.0 16.0 16.0 0.0
491.0 1.0 1.0 11.0 3.0 11.0 11.0 3.0 3.0 0.0
491.0 1.0 1.0 0.0 -12.0 0.0 0.0 -12.0 -12.0 0.0
491.0 1.0 1.0 6.0 -2.0 6.0 6.0 -2.0 -2.0 0.0
491.0 2.0 2.0 -9.0 10.5 -9.0 -9.0 10.0 11.0 0.0
492.0 1.0 1.0 -6.0 14.0 -6.0 -6.0 14.0 14.0 1.0
494.0 143.0 120.0 -7.125 -8.55833333333 -13.0 -1.0 -18.0 1.0 1.0
495.0 1.0 1.0 -7.0 -11.0 -7.0 -7.0 -11.0 -11.0 1.0
496.0 3.0 3.0 -6.33333333333 -11.6666666667 -7.0 -6.0 -12.0 -11.0 1.0
497.0 5.0 5.0 -9.2 -11.2 -11.0 -8.0 -12.0 -11.0 1.0
504.0 17.0 16.0 -8.25 -13.6875 -11.0 -5.0 -15.0 -12.0 1.0
506.0 1.0 1.0 -1.0 -9.0 -1.0 -1.0 -9.0 -9.0 1.0
508.0 13.0 12.0 -1.5 -6.16666666667 -4.0 0.0 -8.0 -5.0 1.0
511.0 2.0 2.0 7.5 -3.0 7.0 8.0 -3.0 -3.0 1.0
